month,cpi_all_items_index_2002_100,cpi_inflation_yoy_percent,unemployment_rate_percent,new_housing_price_index_canada_201612_100,new_housing_price_index_canada_yoy_percent,new_housing_price_index_toronto_201612_100,new_housing_price_index_toronto_yoy_percent,cmhc_5yr_conventional_mortgage_rate_percent,boc_policy_rate_monthly_average_percent,boc_policy_rate_month_end_percent,income_reference_year,median_after_tax_income_cad_annual
2012-03,121.7,1.9263,7.4,91.3,2.5843,83.2,6.1224,4.21,1.0,1.0,2012,69100.0
2012-04,122.2,2.0033,7.4,91.5,2.5785,83.5,5.9645,4.36,1.0,1.0,2012,69100.0
2012-05,122.1,1.2438,7.6,91.7,2.3438,84.0,5.5276,4.35,1.0,1.0,2012,69100.0
2012-06,121.6,1.5025,7.4,91.9,2.3385,84.2,4.9875,4.25,1.0,1.0,2012,69100.0
2012-07,121.5,1.25,7.3,92.0,2.3359,84.2,4.5963,4.23,1.0,1.0,2012,69100.0
2012-08,121.8,1.2469,7.4,92.1,2.3333,84.5,4.7088,4.23,1.0,1.0,2012,69100.0
2012-09,122.0,1.1609,7.4,92.3,2.4417,85.0,5.068,4.2,1.0,1.0,2012,69100.0
2012-10,122.2,1.1589,7.4,92.5,2.4363,85.2,4.797,4.17,1.0,1.0,2012,69100.0
2012-11,121.9,0.8271,7.4,92.6,2.2075,85.4,4.0195,4.15,1.0,1.0,2012,69100.0
2012-12,121.2,0.8319,7.3,92.7,2.2051,85.6,4.0097,4.15,1.0,1.0,2012,69100.0
2013-01,121.3,0.4971,7.1,92.8,2.2026,85.8,4.1262,4.14,1.0,1.0,2013,69500.0
2013-02,122.7,1.2376,7.1,93.0,2.1978,85.8,3.7485,4.11,1.0,1.0,2013,69500.0
2013-03,122.9,0.986,7.3,93.0,1.862,85.8,3.125,4.02,1.0,1.0,2013,69500.0
2013-04,122.7,0.4092,7.2,93.2,1.8579,85.9,2.8743,4.02,1.0,1.0,2013,69500.0
2013-05,123.0,0.7371,7.1,93.4,1.8539,86.1,2.5,4.02,1.0,1.0,2013,69500.0
2013-06,123.0,1.1513,7.2,93.5,1.741,86.1,2.2565,4.0,1.0,1.0,2013,69500.0
2013-07,123.1,1.3169,7.3,93.6,1.7391,86.4,2.6128,4.08,1.0,1.0,2013,69500.0
2013-08,123.1,1.0673,7.3,93.7,1.7372,86.4,2.2485,4.14,1.0,1.0,2013,69500.0
2013-09,123.3,1.0656,7.1,93.8,1.6251,86.5,1.7647,4.33,1.0,1.0,2013,69500.0
2013-10,123.0,0.6547,7.3,93.8,1.4054,86.5,1.5258,4.4,1.0,1.0,2013,69500.0
2013-11,123.0,0.9024,7.1,93.9,1.4039,86.6,1.4052,4.39,1.0,1.0,2013,69500.0
2013-12,122.7,1.2376,7.4,93.9,1.2945,86.8,1.4019,4.39,1.0,1.0,2013,69500.0
2014-01,123.1,1.4839,7.3,94.1,1.4009,87.0,1.3986,4.38,1.0,1.0,2014,71100.0
2014-02,124.1,1.141,7.3,94.4,1.5054,87.2,1.6317,4.32,1.0,1.0,2014,71100.0
2014-03,124.8,1.546,7.1,94.5,1.6129,87.2,1.6317,4.16,1.0,1.0,2014,71100.0
2014-04,125.2,2.0375,7.1,94.7,1.6094,87.8,2.2119,4.02,1.0,1.0,2014,71100.0
2014-05,125.8,2.2764,7.3,94.8,1.4989,87.8,1.9744,4.02,1.0,1.0,2014,71100.0
2014-06,125.9,2.3577,7.2,94.9,1.4973,88.1,2.3229,4.0,1.0,1.0,2014,71100.0
2014-07,125.7,2.1121,7.1,94.9,1.3889,88.0,1.8519,4.01,1.0,1.0,2014,71100.0
2014-08,125.7,2.1121,7.0,95.2,1.6009,88.4,2.3148,4.01,1.0,1.0,2014,71100.0
2014-09,125.8,2.0276,7.0,95.3,1.5991,88.6,2.4277,4.02,1.0,1.0,2014,71100.0
2014-10,125.9,2.3577,6.8,95.4,1.7058,88.7,2.5434,4.0,1.0,1.0,2014,71100.0
2014-11,125.4,1.9512,6.8,95.5,1.7039,88.8,2.5404,4.0,1.0,1.0,2014,71100.0
2014-12,124.5,1.467,6.7,95.5,1.7039,88.9,2.4194,3.98,1.0,1.0,2014,71100.0
2015-01,124.3,0.9748,6.8,95.5,1.4878,88.9,2.1839,3.96,0.9091,0.75,2015,70900.0
2015-02,125.4,1.0475,6.9,95.6,1.2712,89.2,2.2936,3.91,0.75,0.75,2015,70900.0
2015-03,126.3,1.2019,6.9,95.7,1.2698,89.5,2.6376,3.84,0.75,0.75,2015,70900.0
2015-04,126.2,0.7987,7.0,95.7,1.056,89.8,2.2779,3.76,0.75,0.75,2015,70900.0
2015-05,126.9,0.8744,6.9,95.9,1.1603,90.2,2.7335,3.74,0.75,0.75,2015,70900.0
2015-06,127.2,1.0326,6.9,96.1,1.2645,90.8,3.0647,3.72,0.75,0.75,2015,70900.0
2015-07,127.3,1.2729,7.0,96.2,1.3699,91.1,3.5227,3.71,0.6087,0.5,2015,70900.0
2015-08,127.3,1.2729,7.1,96.5,1.3655,91.6,3.6199,3.71,0.5,0.5,2015,70900.0
2015-09,127.1,1.0334,7.1,96.6,1.3641,91.8,3.6117,3.71,0.5,0.5,2015,70900.0
2015-10,127.2,1.0326,7.0,96.8,1.4675,92.2,3.9459,3.72,0.5,0.5,2015,70900.0
2015-11,127.1,1.3557,7.1,96.9,1.466,92.5,4.1667,3.72,0.5,0.5,2015,70900.0
2015-12,126.5,1.6064,7.3,97.0,1.5707,92.6,4.162,3.75,0.5,0.5,2015,70900.0
2016-01,126.8,2.0113,7.2,97.1,1.6754,92.8,4.387,3.76,0.5,0.5,2016,70900.0
2016-02,127.1,1.3557,7.3,97.3,1.7782,93.2,4.4843,3.75,0.5,0.5,2016,70900.0
2016-03,127.9,1.2668,7.2,97.5,1.8809,93.5,4.4693,3.73,0.5,0.5,2016,70900.0
2016-04,128.3,1.664,7.3,97.7,2.0899,94.2,4.8998,3.7,0.5,0.5,2016,70900.0
2016-05,128.8,1.4972,7.1,98.5,2.7112,96.0,6.4302,3.67,0.5,0.5,2016,70900.0
2016-06,129.1,1.4937,7.0,98.6,2.6015,96.4,6.1674,3.66,0.5,0.5,2016,70900.0
2016-07,128.9,1.2569,7.0,99.0,2.9106,97.4,6.9155,3.67,0.5,0.5,2016,70900.0
2016-08,128.7,1.0998,6.9,99.1,2.6943,98.0,6.9869,3.68,0.5,0.5,2016,70900.0
2016-09,128.8,1.3375,7.0,99.3,2.795,98.3,7.0806,3.67,0.5,0.5,2016,70900.0
2016-10,129.1,1.4937,6.9,99.7,2.9959,99.6,8.026,3.68,0.5,0.5,2016,70900.0
2016-11,128.6,1.1802,6.8,99.9,3.096,100.0,8.1081,3.7,0.5,0.5,2016,70900.0
2016-12,128.4,1.502,6.9,100.0,3.0928,100.0,7.9914,3.74,0.5,0.5,2016,70900.0
2017-01,129.5,2.1293,6.9,100.1,3.0896,100.2,7.9741,3.73,0.5,0.5,2017,72700.0
2017-02,129.7,2.0456,6.6,100.5,3.2888,101.2,8.5837,3.75,0.5,0.5,2017,72700.0
2017-03,129.9,1.5637,6.7,100.7,3.2821,101.4,8.4492,3.66,0.5,0.5,2017,72700.0
2017-04,130.4,1.6368,6.5,101.5,3.8895,103.5,9.8726,3.62,0.5,0.5,2017,72700.0
2017-05,130.5,1.3199,6.6,102.2,3.7563,104.6,8.9583,3.59,0.5,0.5,2017,72700.0
2017-06,130.4,1.007,6.5,102.4,3.854,104.6,8.5062,3.6,0.5,0.5,2017,72700.0
2017-07,130.4,1.1637,6.3,102.8,3.8384,104.6,7.3922,3.72,0.6667,0.75,2017,72700.0
2017-08,130.5,1.3986,6.2,102.9,3.8345,104.6,6.7347,3.82,0.75,0.75,2017,72700.0
2017-09,130.8,1.5528,6.2,103.1,3.8268,104.6,6.409,3.89,0.9643,1.0,2017,72700.0
2017-10,130.9,1.3943,6.3,103.2,3.5105,104.7,5.1205,3.98,1.0,1.0,2017,72700.0
2017-11,131.3,2.0995,6.2,103.3,3.4034,104.7,4.7,4.04,1.0,1.0,2017,72700.0
2017-12,130.8,1.8692,6.0,103.3,3.3,104.7,4.7,4.07,1.0,1.0,2017,72700.0
2018-01,131.7,1.6988,5.9,103.3,3.1968,104.6,4.3912,4.14,1.1196,1.25,2018,72700.0
2018-02,132.5,2.1588,6.0,103.1,2.5871,104.0,2.7668,4.26,1.25,1.25,2018,72700.0
2018-03,132.9,2.3095,5.8,103.1,2.3833,103.7,2.2682,4.27,1.25,1.25,2018,72700.0
2018-04,133.3,2.2239,5.8,103.1,1.5764,103.2,-0.2899,4.27,1.25,1.25,2018,72700.0
2018-05,133.4,2.2222,5.9,103.1,0.8806,103.2,-1.3384,4.35,1.25,1.25,2018,72700.0
2018-06,133.6,2.454,6.0,103.2,0.7812,103.2,-1.3384,4.32,1.25,1.25,2018,72700.0
2018-07,134.3,2.9908,5.9,103.3,0.4864,103.3,-1.2428,4.42,1.4205,1.5,2018,72700.0
2018-08,134.2,2.8352,6.0,103.3,0.3887,103.3,-1.2428,4.43,1.5,1.5,2018,72700.0
2018-09,133.7,2.2171,5.8,103.3,0.194,103.3,-1.2428,4.43,1.5,1.5,2018,72700.0
2018-10,134.1,2.4446,5.6,103.3,0.0969,103.2,-1.4327,4.48,1.5652,1.75,2018,72700.0
2018-11,133.5,1.6756,5.7,103.3,0.0,103.3,-1.3372,4.38,1.75,1.75,2018,72700.0
2018-12,133.4,1.9878,5.6,103.3,0.0,103.2,-1.4327,4.59,1.75,1.75,2018,72700.0
2019-01,133.6,1.4427,5.7,103.2,-0.0968,103.0,-1.5296,4.59,1.75,1.75,2019,72500.0
2019-02,134.5,1.5094,5.8,103.2,0.097,103.0,-0.9615,4.52,1.75,1.75,2019,72500.0
2019-03,135.4,1.8811,5.8,103.2,0.097,103.0,-0.675,4.44,1.75,1.75,2019,72500.0
2019-04,136.0,2.0255,5.7,103.2,0.097,102.9,-0.2907,4.33,1.75,1.75,2019,72500.0
2019-05,136.6,2.3988,5.5,103.1,0.0,102.6,-0.5814,4.3,1.75,1.75,2019,72500.0
2019-06,136.3,2.021,5.6,103.0,-0.1938,102.6,-0.5814,4.23,1.75,1.75,2019,72500.0
2019-07,137.0,2.0104,5.7,102.9,-0.3872,102.0,-1.2585,4.14,1.75,1.75,2019,72500.0
2019-08,136.8,1.9374,5.7,103.0,-0.2904,102.0,-1.2585,4.08,1.75,1.75,2019,72500.0
2019-09,136.2,1.8699,5.6,103.2,-0.0968,102.3,-0.9681,4.07,1.75,1.75,2019,72500.0
2019-10,136.6,1.8643,5.6,103.3,0.0,102.4,-0.7752,4.09,1.75,1.75,2019,72500.0
2019-11,136.4,2.1723,5.9,103.2,-0.0968,102.3,-0.9681,4.09,1.75,1.75,2019,72500.0
2019-12,136.4,2.2489,5.6,103.4,0.0968,102.5,-0.6783,4.08,1.75,1.75,2019,72500.0
2020-01,136.8,2.3952,5.5,103.4,0.1938,102.1,-0.8738,4.08,1.75,1.75,2020,77400.0
2020-02,137.4,2.1561,5.8,103.8,0.5814,102.5,-0.4854,4.08,1.75,1.75,2020,77400.0
2020-03,136.6,0.8863,8.5,104.1,0.8721,102.8,-0.1942,3.9,0.9545,0.25,2020,77400.0
2020-04,135.7,-0.2206,13.7,104.1,0.8721,102.8,-0.0972,3.95,0.25,0.25,2020,77400.0
2020-05,136.1,-0.366,14.2,104.2,1.0669,102.8,0.1949,3.86,0.25,0.25,2020,77400.0
2020-06,137.2,0.6603,12.6,104.3,1.2621,102.8,0.1949,3.77,0.25,0.25,2020,77400.0
2020-07,137.2,0.146,10.9,104.7,1.7493,103.1,1.0784,3.64,0.25,0.25,2020,77400.0
2020-08,137.0,0.1462,10.1,105.2,2.1359,103.4,1.3725,3.57,0.25,0.25,2020,77400.0
2020-09,136.9,0.514,9.1,106.5,3.1977,104.2,1.8573,3.51,0.25,0.25,2020,77400.0
2020-10,137.5,0.6589,9.0,107.3,3.8722,104.8,2.3438,3.45,0.25,0.25,2020,77400.0
2020-11,137.7,0.9531,8.6,107.9,4.5543,105.1,2.737,3.42,0.25,0.25,2020,77400.0
2020-12,137.4,0.7331,8.9,108.2,4.6422,105.5,2.9268,3.34,0.25,0.25,2020,77400.0
2021-01,138.2,1.0234,9.2,109.0,5.4159,106.2,4.0157,3.3,0.25,0.25,2021,76800.0
2021-02,138.9,1.0917,8.5,111.1,7.0328,107.7,5.0732,3.25,0.25,0.25,2021,76800.0
2021-03,139.6,2.1962,7.7,112.3,7.877,108.6,5.642,3.26,0.25,0.25,2021,76800.0
2021-04,140.3,3.3898,8.2,114.4,9.8943,109.5,6.5175,3.25,0.25,0.25,2021,76800.0
2021-05,141.0,3.6003,8.3,116.0,11.3244,109.9,6.9066,3.25,0.25,0.25,2021,76800.0
2021-06,141.4,3.0612,7.9,116.7,11.8888,110.0,7.0039,3.26,0.25,0.25,2021,76800.0
2021-07,142.3,3.7172,7.4,117.2,11.9389,110.2,6.8865,3.2,0.25,0.25,2021,76800.0
2021-08,142.6,4.0876,7.1,118.0,12.1673,111.1,7.4468,3.2,0.25,0.25,2021,76800.0
2021-09,142.9,4.3828,7.0,118.5,11.2676,111.1,6.6219,3.22,0.25,0.25,2021,76800.0
2021-10,143.9,4.6545,6.5,119.6,11.4632,112.5,7.3473,3.29,0.25,0.25,2021,76800.0
2021-11,144.2,4.7204,6.1,120.5,11.6775,114.1,8.5633,3.4,0.25,0.25,2021,76800.0
2021-12,144.0,4.8035,5.9,120.8,11.6451,114.1,8.1517,3.45,0.25,0.25,2021,76800.0
2022-01,145.3,5.1375,6.4,121.9,11.8349,114.1,7.4388,3.44,0.25,0.25,2022,73900.0
2022-02,146.8,5.6875,5.5,123.2,10.8911,114.8,6.5924,3.58,0.25,0.25,2022,73900.0
2022-03,148.9,6.6619,5.4,124.7,11.0419,115.6,6.4457,3.77,0.4783,0.5,2022,73900.0
2022-04,149.8,6.7712,5.4,125.1,9.3531,115.6,5.5708,4.19,0.7857,1.0,2022,73900.0
2022-05,151.9,7.7305,5.2,125.7,8.3621,115.6,5.1865,4.63,1.0,1.0,2022,73900.0
2022-06,152.9,8.133,4.9,125.9,7.8835,115.6,5.0909,5.05,1.4773,1.5,2022,73900.0
2022-07,153.1,7.5896,4.8,126.0,7.5085,115.6,4.9002,5.51,2.0714,2.5,2022,73900.0
2022-08,152.6,7.0126,5.2,126.1,6.8644,115.6,4.0504,5.58,2.5,2.5,2022,73900.0
2022-09,152.7,6.8579,5.1,126.0,6.3291,115.6,4.0504,5.64,3.0714,3.25,2022,73900.0
2022-10,153.8,6.8798,5.1,125.7,5.1003,115.6,2.7556,5.75,3.3214,3.75,2022,73900.0
2022-11,154.0,6.7961,5.0,125.5,4.1494,115.6,1.3146,5.88,3.75,3.75,2022,73900.0
2022-12,153.1,6.3194,5.0,125.5,3.8907,115.6,1.3146,5.89,4.131,4.25,2022,73900.0
2023-01,153.9,5.9188,5.1,125.2,2.7071,115.6,1.3146,5.86,4.2976,4.5,2023,75100.0
2023-02,154.5,5.2452,5.2,124.9,1.3799,115.2,0.3484,5.81,4.5,4.5,2023,75100.0
2023-03,155.3,4.2982,5.1,124.9,0.1604,115.2,-0.346,5.81,4.5,4.5,2023,75100.0
2023-04,156.4,4.4059,5.1,124.8,-0.2398,115.2,-0.346,5.75,4.5,4.5,2023,75100.0
2023-05,157.0,3.3575,5.2,124.9,-0.6364,115.1,-0.4325,5.74,4.5,4.5,2023,75100.0
2023-06,157.2,2.8123,5.4,125.0,-0.7149,115.1,-0.4325,5.85,4.6932,4.75,2023,75100.0
2023-07,158.1,3.2658,5.4,124.9,-0.873,115.1,-0.4325,5.99,4.9048,5.0,2023,75100.0
2023-08,158.7,3.9974,5.4,125.0,-0.8723,115.0,-0.519,6.17,5.0,5.0,2023,75100.0
2023-09,158.5,3.7983,5.5,124.7,-1.0317,115.0,-0.519,6.27,5.0,5.0,2023,75100.0
2023-10,158.6,3.1209,5.7,124.7,-0.7955,114.9,-0.6055,6.42,5.0,5.0,2023,75100.0
2023-11,158.8,3.1169,5.8,124.4,-0.8765,114.7,-0.7785,6.47,5.0,5.0,2023,75100.0
2023-12,158.3,3.3965,5.8,124.4,-0.8765,114.6,-0.8651,6.39,5.0,5.0,2023,75100.0
2024-01,158.3,2.859,5.7,124.3,-0.7188,114.6,-0.8651,6.31,5.0,5.0,2024,75500.0
2024-02,158.8,2.7832,5.9,124.4,-0.4003,114.5,-0.6076,6.15,5.0,5.0,2024,75500.0
2024-03,159.8,2.8976,6.1,124.4,-0.4003,114.5,-0.6076,6.13,5.0,5.0,2024,75500.0
2024-04,160.6,2.6854,6.2,124.7,-0.0801,114.5,-0.6076,6.08,5.0,5.0,2024,75500.0
2024-05,161.5,2.8662,6.3,124.9,0.0,114.5,-0.5213,6.05,5.0,5.0,2024,75500.0
2024-06,161.4,2.6718,6.4,124.7,-0.24,114.3,-0.695,5.98,4.7875,4.75,2024,75500.0
2024-07,162.1,2.53,6.4,125.0,0.0801,114.5,-0.5213,5.91,4.6957,4.5,2024,75500.0
2024-08,161.8,1.9534,6.6,125.0,0.0,114.6,-0.3478,5.73,4.5,4.5,2024,75500.0
2024-09,161.1,1.6404,6.5,125.0,0.2406,114.6,-0.3478,5.55,4.2857,4.25,2024,75500.0
2024-10,161.8,2.0177,6.6,124.5,-0.1604,113.2,-1.4795,5.44,4.1196,3.75,2024,75500.0
2024-11,161.8,1.8892,7.0,124.6,0.1608,113.5,-1.0462,5.38,3.75,3.75,2024,75500.0
2024-12,161.2,1.832,6.7,124.5,0.0804,113.1,-1.3089,5.35,3.4318,3.25,2024,75500.0
2025-01,161.3,1.8951,6.7,124.4,0.0805,112.6,-1.7452,5.31,3.2283,3.0,2024,75500.0
2025-02,163.0,2.6448,6.6,124.5,0.0804,112.8,-1.4847,5.1,3.0,3.0,2024,75500.0
2025-03,163.5,2.3154,6.8,124.5,0.0804,112.6,-1.6594,5.22,2.8452,2.75,2024,75500.0
2025-04,163.4,1.7435,6.9,124.0,-0.5613,112.1,-2.0961,5.1,2.75,2.75,2024,75500.0
2025-05,164.3,1.7337,7.0,123.7,-0.9608,111.2,-2.8821,5.08,2.75,2.75,2024,75500.0
2025-06,164.4,1.8587,6.9,123.4,-1.0425,111.0,-2.8871,5.05,2.75,2.75,2024,75500.0
2025-07,164.9,1.7273,6.9,123.3,-1.36,110.9,-3.1441,5.07,2.75,2.75,2024,75500.0
2025-08,164.8,1.8541,7.1,122.9,-1.68,110.8,-3.3159,5.1,2.75,2.75,2024,75500.0
2025-09,164.9,2.3588,7.1,122.7,-1.84,110.4,-3.6649,5.09,2.6477,2.5,2024,75500.0
2025-10,165.3,2.1632,6.9,122.2,-1.8474,109.4,-3.3569,5.06,2.4773,2.25,2024,75500.0
2025-11,165.4,2.225,6.6,122.2,-1.9262,109.4,-3.6123,5.04,2.25,2.25,2024,75500.0
2025-12,165.0,2.3573,6.8,122.0,-2.008,109.3,-3.3599,5.06,2.25,2.25,2024,75500.0
2026-01,165.0,2.2939,6.5,121.5,-2.3312,108.1,-3.9964,5.07,2.25,2.25,2024,75500.0
2026-02,165.9,1.7791,6.7,121.9,-2.0884,108.1,-4.1667,5.05,2.25,2.25,2024,75500.0
2026-03,167.4,2.3853,6.7,121.6,-2.3293,107.1,-4.8845,5.06,2.25,2.25,2024,75500.0
2026-04,168.0,2.8152,6.9,121.1,-2.3387,106.2,-5.2632,5.13,2.25,2.25,2024,75500.0
2026-05,,,,,,,,,2.25,2.25,2024,75500.0
